frame,timestamp,timestamp_human,track_id,class,direction,centroid,confidence,camera_id,camera_name
209,1758447740.9362452,2025-09-21 15:12:20.936,78,car,incoming,"[638.8157348632812, 271.4227294921875]",0.18103206157684326,cam1_north,Camera 1 - North
